id,numero,titulo,director,anio_estreno,pais_origen,fecha_vista,anio_visto,es_revisionado,estado_enriquecimiento,fuente,genero,animo,sinopsis,poster_url,rating_externo,notas_ia
P0114-1,114,Shrek,"Andrew Adamson, Vicky Jenson",2001,USA,2025-12-08,2022,Si,Migrada,CSV historico,,,,,,
P0115-1,115,Shrek 2,"Andrew Adamson, Conrad Vernon, Kelly Asbury",2004,USA,2025-12-09,2022,Si,Migrada,CSV historico,,,,,,
P0116-1,116,Shrek tercero,Chris Miller,2007,USA,2025-12-10,2022,No,Migrada,CSV historico,,,,,,
P0001-1,1,Stutz,Jonah Hill,2022,USA,2023-01-05,2023,No,Migrada,CSV historico,,,,,,
P0002-1,2,Glass onion,Rian Johnson,2022,USA,2023-01-14,2023,No,Migrada,CSV historico,,,,,,
P0003-1,3,Pinocchio,Guillermo del Toro,2022,USA/Mexico,2023-01-20,2023,No,Migrada,CSV historico,,,,,,
P0004-1,4,RRR,S. S. Rajamouli,2022,India,2023-01-22,2023,No,Migrada,CSV historico,,,,,,
P0005-1,5,"Everything, everywhere all at once","Dan Kwan, Daniel Scheinert",2022,USA,2023-01-29,2023,No,Migrada,CSV historico,,,,,,
P0006-1,6,Banshees of Inisherin,Martin McDonagh,2022,USA/UK,2023-01-31,2023,No,Migrada,CSV historico,,,,,,
P0007-1,7,Im Westen nichts Neues,Edward Berger,2022,Alemania,2023-02-01,2023,No,Migrada,CSV historico,,,,,,
P0008-1,8,Pamela: A love story,Ryan White,2023,USA,2023-02-03,2023,No,Migrada,CSV historico,,,,,,
P0009-2,9,The dirt,Jeff Tremaine,2019,USA,2023-02-05,2023,Si,Migrada,CSV historico,,,,,,
P0010-1,10,You people,Kenya Barris,2023,USA,2023-02-10,2023,No,Migrada,CSV historico,,,,,,
P0011-1,11,Top gun Maverick,Joseph Kosinski,2022,USA,2023-02-11,2023,No,Migrada,CSV historico,,,,,,
P0012-1,12,Top Gun,"Joseph Kosinski, Tony Scott",1986,USA,2023-02-13,2023,No,Migrada,CSV historico,,,,,,
P0013-1,13,The Fabelmans,Steven Spielberg,2022,USA,2023-02-17,2023,No,Migrada,CSV historico,,,,,,
P0014-1,14,Smile,Parker Finn,2022,USA,2023-02-19,2023,No,Migrada,CSV historico,,,,,,
P0015-2,15,Lord of Chaos,Jonas Åkerlund,2018,UK/Suecia,2023-02-20,2023,Si,Migrada,CSV historico,,,,,,
P0016-1,16,Lemmy,"Greg Olliver, Wes Orshoski",2010,USA,2023-02-23,2023,No,Migrada,CSV historico,,,,,,
P0017-1,17,Un importante prestreno,Santiago Calori,2015,Argentina,2023-03-01,2023,No,Migrada,CSV historico,,,,,,
P0018-1,18,Felicidades,Lucho Bender,2000,Argentina,2023-03-09,2023,No,Migrada,CSV historico,,,,,,
P0019-1,19,Hated: GG Alin and the murder junkies,Tood Phillips,1993,USA,2023-03-14,2023,No,Migrada,CSV historico,,,,,,
P0020-1,20,Money Shot,Suzanne Hillinger,2023,USA,2023-03-15,2023,No,Migrada,CSV historico,,,,,,
P0021-1,21,Sucio y desprolijo,"Paula Alvarez, Lucas Lot Calabró",2015,Argentina,2023-03-16,2023,No,Migrada,CSV historico,,,,,,
P0022-1,22,La H,Nicanor Loreti,2011,Argentina,2023-03-18,2023,Si,Migrada,CSV historico,,,,,,
P0023-1,23,Minority Report,Steven Spielberg,2002,USA,2023-03-23,2023,No,Migrada,CSV historico,,,,,,
P0024-1,24,Cocaine Bear,Elizabeth Banks,2023,USA,2023-03-24,2023,Si,Migrada,CSV historico,,,,,,
P0025-1,25,Jackass,Jeff Tremaine,2002,USA,2023-03-25,2023,No,Migrada,CSV historico,,,,,,
P0026-2,26,The french connection,William Friedkin,1971,USA,2023-03-26,2023,Si,Migrada,CSV historico,,,,,,
P0027-1,27,El metodo Tangalanga,Mateo Bendesky,2022,Argentina,2023-03-29,2023,No,Migrada,CSV historico,,,,,,
P0028-2,28,Palm springs,Max Barbakow,2020,USA,2023-04-01,2023,Si,Migrada,CSV historico,,,,,,
P0029-1,29,Asspera: el documental,Rodrigo Santamaria,2021,Argentina,2023-04-02,2023,No,Migrada,CSV historico,,,,,,
P0030-1,30,Elvis,Baz Luhrmann,2022,USA/Australia,2023-04-04,2023,No,Migrada,CSV historico,,,,,,
P0031-1,31,The Girl with All the Gifts,Colm McCarthy,2016,UK,2023-04-14,2023,No,Migrada,CSV historico,,,,,,
P0032-1,32,Creed III,Michael B. Jordan,2023,USA,2023-04-15,2023,No,Migrada,CSV historico,,,,,,
P0033-2,33,Relatos salvajes,Damián Szifron,2014,Argentina,2023-04-20,2023,Si,Migrada,CSV historico,,,,,,
P0034-1,34,Bullet train,David Leitch,2022,USA,2023-04-21,2023,No,Migrada,CSV historico,,,,,,
P0035-1,35,La piel que habito,Pedro Almodovar,2011,España,2023-04-24,2023,No,Migrada,CSV historico,,,,,,
P0036-1,36,The menu,Mark Mylod,2022,USA,2023-04-25,2023,Si,Migrada,CSV historico,,,,,,
P0037-1,37,Scream 6,Matt Bettinelli-Olpin Tyler Gillett,2023,USA,2023-04-27,2023,No,Migrada,CSV historico,,,,,,
P0038-1,38,The bad batch,Ana Lily Amirpour,2016,USA,2023-04-28,2023,No,Migrada,CSV historico,,,,,,
P0039-1,39,Enter the dragon,Robert Clouse,1973,Honk Kong,2023-04-29,2023,No,Migrada,CSV historico,,,,,,
P0040-1,40,A good day to die hard,John Moore,2013,USA,2023-04-30,2023,No,Migrada,CSV historico,,,,,,
P0041-1,41,Terrifier,Damien Leone,2016,USA,2023-05-04,2023,No,Migrada,CSV historico,,,,,,
P0042-1,42,Terrifier 2,Damien Leone,2022,USA,2023-05-05,2023,No,Migrada,CSV historico,,,,,,
P0043-1,43,Super Mario Bros the movie,Aaron Horvath,2023,USA/Japon,2023-05-10,2023,No,Migrada,CSV historico,,,,,,
P0044-1,44,Air,Ben Affleck,2023,USA,2023-05-12,2023,No,Migrada,CSV historico,,,,,,
P0045-1,45,Saw,James Wan,2004,USA,2023-05-13,2023,No,Migrada,CSV historico,,,,,,
P0046-1,46,Sisu,Jalmari Helander,2022,USA/Finlandia,2023-05-20,2023,No,Migrada,CSV historico,,,,,,
P0047-1,47,John wick 4,Chad Stahelski,2023,USA,2023-05-24,2023,No,Migrada,CSV historico,,,,,,
P0048-1,48,Pearl,Ti West,2022,USA,2023-05-25,2023,Si,Migrada,CSV historico,,,,,,
P0049-1,49,Alien,Ridley Scott,1979,USA/UK,2023-05-25,2023,No,Migrada,CSV historico,,,,,,
P0050-1,50,Aliens,James Cameron,1986,USA,2023-05-26,2023,No,Migrada,CSV historico,,,,,,
P0051-1,51,Alien 3,David Fincher,1992,USA,2023-05-27,2023,No,Migrada,CSV historico,,,,,,
P0052-1,52,Alien resurrection,Jean-Pierre Jeunet,1997,USA,2023-05-30,2023,No,Migrada,CSV historico,,,,,,
P0053-1,53,Prometheus,Ridley Scott,2012,USA,2023-05-31,2023,No,Migrada,CSV historico,,,,,,
P0054-1,54,Alien covenant,Ridley Scott,2017,USA,2023-06-01,2023,No,Migrada,CSV historico,,,,,,
P0055-1,55,Predator,John McTiernan,1987,USA,2023-06-02,2023,No,Migrada,CSV historico,,,,,,
P0056-1,56,Predator 2,Stephen Hopkins,1990,USA,2023-06-03,2023,No,Migrada,CSV historico,,,,,,
P0057-1,57,The other guys,Adam McKay,2010,USA,2023-07-13,2023,Si,Migrada,CSV historico,,,,,,
P0058-1,58,La extorsión,Martino Zaidelis,2023,Argentina,2023-07-14,2023,No,Migrada,CSV historico,,,,,,
P0059-1,59,Warrior,Gavin O'Connor,2011,USA,2023-07-15,2023,No,Migrada,CSV historico,,,,,,
P0060-1,60,The nice guys,Shane Black,2016,USA,2023-07-21,2023,No,Migrada,CSV historico,,,,,,
P0061-2,61,Get out,Jordan Peele,2017,USA,2023-07-29,2023,Si,Migrada,CSV historico,,,,,,
P0062-1,62,Violent night,Tommy Wirkola,2022,USA,2023-07-30,2023,No,Migrada,CSV historico,,,,,,
P0063-1,63,To catch a killer,Damian Szifron,2023,USA,2023-08-05,2023,No,Migrada,CSV historico,,,,,,
P0064-1,64,Zom 100,Yusuke Ishida,2023,Japon,2023-08-06,2023,No,Migrada,CSV historico,,,,,,
P0065-1,65,M3gan,Gerard Johnstone,2022,USA,2023-08-19,2023,No,Migrada,CSV historico,,,,,,
P0066-1,66,Doble discurso,Hernán Guerschuny,2023,Argentina,2023-08-19,2023,No,Migrada,CSV historico,,,,,,
P0067-1,67,Megalodon 2,Ben Wheatley,2023,USA,2023-08-20,2023,No,Migrada,CSV historico,,,,,,
P0068-1,68,Ghostbusters: Afterlife,Jason Reitman,2021,USA,2023-08-20,2023,No,Migrada,CSV historico,,,,,,
P0069-1,69,Hot shots 2,Jim Abrahams,1993,USA,2023-08-20,2023,No,Migrada,CSV historico,,,,,,
P0070-1,70,Megalodon,Jon Turteltaub,2018,USA/China,2023-08-21,2023,No,Migrada,CSV historico,,,,,,
P0071-1,71,Scouts guide to the zombie apocalypse,Christopher Landon,2015,USA,2023-08-25,2023,No,Migrada,CSV historico,,,,,,
P0072-1,72,Planet horror,Robert Rodriguez,2007,USA,2023-09-01,2023,No,Migrada,CSV historico,,,,,,
P0073-1,73,Dirty Harry,Don Siegel,1972,USA,2023-09-02,2023,No,Migrada,CSV historico,,,,,,
P0074-1,74,Battle Royale,Kinji Fukasaku,2000,Japon,2023-09-04,2023,No,Migrada,CSV historico,,,,,,
P0075-1,75,The artificial girl,Franklin Ritch,2022,USA,2023-09-07,2023,No,Migrada,CSV historico,,,,,,
P0076-1,76,Mayhem,Joe Lynch,2017,USA,2024-09-08,2023,No,Migrada,CSV historico,,,,,,
P0077-1,77,Blade runner,Ridley Scott,1982,USA,2024-09-09,2023,No,Migrada,CSV historico,,,,,,
P0078-1,78,Matar a un ruiseñor,Robert Mulligan,1962,USA,2024-09-15,2023,No,Migrada,CSV historico,,,,,,
P0079-1,79,Barbie,Greta Gerwig,2023,USA,2024-09-16,2023,No,Migrada,CSV historico,,,,,,
P0080-1,80,El conde,Pablo Larraín,2023,Chile,2024-09-19,2023,No,Migrada,CSV historico,,,,,,
P0081-1,81,Donnie Brasco,Mike Newell,1997,USA,2024-09-21,2023,No,Migrada,CSV historico,,,,,,
P0082-1,82,Caballos Salvajes,Marcelo Piñeyro,1995,Argentina,2024-09-22,2023,No,Migrada,CSV historico,,,,,,
P0083-1,83,Talk to me,Danny Philippou Michael Philippou,2022,USA,2024-09-23,2023,Si,Migrada,CSV historico,,,,,,
P0084-1,84,On the line,Romuald Boulanger,2022,USA,2024-09-24,2023,No,Migrada,CSV historico,,,,,,
P0085-2,85,Zoolander,Ben Stiller,2001,USA,2024-09-28,2023,Si,Migrada,CSV historico,,,,,,
P0086-1,86,Nowhere,Albert Pintó,2023,España,2024-10-01,2023,No,Migrada,CSV historico,,,,,,
P0087-1,87,Six string samurai,Lance Mungia,1998,USA,2024-10-21,2023,No,Migrada,CSV historico,,,,,,
P0088-1,88,Layer cake,Matthew Vaughn,2004,UK,2024-10-29,2023,No,Migrada,CSV historico,,,,,,
P0089-1,89,Killers of the flower moon,Martin Scorsese,2023,USA,2024-10-30,2023,No,Migrada,CSV historico,,,,,,
P0090-1,90,Saw X,Kevin Greutert,2023,USA,2024-11-02,2023,No,Migrada,CSV historico,,,,,,
P0091-1,91,Cuando acecha la maldad,Demian Rugna,2023,Argentina,2024-11-14,2023,Si,Migrada,CSV historico,,,,,,
P0092-1,92,The killer,David Fincher,2023,USA,2024-11-19,2023,No,Migrada,CSV historico,,,,,,
P0093-1,93,Sly,Thom Zimny,2023,USA,2024-11-23,2023,No,Migrada,CSV historico,,,,,,
P0094-1,94,76 89 93,Flavio Nardini Cristian Bernard,2000,Argentina,2024-11-30,2023,No,Migrada,CSV historico,,,,,,
P0095-1,95,Vengeance,B. J. Novak,2022,USA,2024-12-01,2023,No,Migrada,CSV historico,,,,,,
P0096-1,96,The arrival,Denis Villeneuve,2016,USA,2024-12-02,2023,No,Migrada,CSV historico,,,,,,
P0097-3,97,Get out,Jordan Peele,2017,USA,2024-12-03,2023,Si,Migrada,CSV historico,,,,,,
P0098-1,98,1922.0,Zak Hilditch,2017,USA,2024-12-03,2023,No,Migrada,CSV historico,,,,,,
P0099-1,99,The devil all the time,Antonio Campos,2020,USA,2024-12-09,2023,No,Migrada,CSV historico,,,,,,
P0100-1,100,Face off,John Woo,1997,USA,2024-12-10,2023,No,Migrada,CSV historico,,,,,,
P0101-1,101,Finde,Nano Garay Santalo,2021,Argentina,2024-12-17,2023,No,Migrada,CSV historico,,,,,,
P0102-1,102,Mother!,Darren Aronofsky,2017,USA,2024-12-18,2023,Si,Migrada,CSV historico,,,,,,
P0103-1,103,Deliverance,John Boorman,1972,USA,2024-12-30,2023,No,Migrada,CSV historico,,,,,,
P0104-1,104,Hardcore,Paul Schrader,1979,USA,2024-12-31,2023,No,Migrada,CSV historico,,,,,,
P0001-1,1,Beau is afraid,Ari Aster,2023,USA,2024-01-02,2024,No,Migrada,CSV historico,,,,,,
P0002-1,2,The life of David Gale,Alan Parker,2003,USA,2024-01-05,2024,No,Migrada,CSV historico,,,,,,
P0003-2,3,Death proof,Quentin Tarantino,2007,USA,2024-01-07,2024,Si,Migrada,CSV historico,,,,,,
P0004-1,4,Manticora,Carlos Vermut,2022,España,2024-01-11,2024,No,Migrada,CSV historico,,,,,,
P0005-1,5,La sociedad de la nieve,Juan Antonio Bayona,2023,España,2024-01-12,2024,No,Migrada,CSV historico,,,,,,
P0006-1,6,Oppenheimer,Christopher Nolan,2023,USA,2024-01-13,2024,No,Migrada,CSV historico,,,,,,
P0007-1,7,El niño y la garza,Hayao Miyazaki,2023,Japon,2024-01-16,2024,No,Migrada,CSV historico,,,,,,
P0008-2,8,Mi vecino Totoro,Hayao Miyazaki,1988,Japon,2024-01-18,2024,Si,Migrada,CSV historico,,,,,,
P0009-1,9,Triangle of sadness,Ruben Östlund,2022,UK/USA,2024-01-19,2024,No,Migrada,CSV historico,,,,,,
P0010-1,10,Crimson peak,Guillermo del Toro,2015,USA,2024-01-22,2024,No,Migrada,CSV historico,,,,,,
P0011-1,11,Lift,F. Gary Gray,2024,USA,2024-01-23,2024,No,Migrada,CSV historico,,,,,,
P0012-1,12,The Truman show,Peter Weir,1998,USA,2024-01-24,2024,No,Migrada,CSV historico,,,,,,
P0013-3,13,Parasite,Bong Joon-ho,2019,Corea del Suer,2024-01-26,2024,Si,Migrada,CSV historico,,,,,,
P0014-1,14,Los delincuentes,Rodrigo Moreno,2023,Argentina,2024-01-28,2024,No,Migrada,CSV historico,,,,,,
P0015-1,15,The sadness,Rob Jabbaz,2021,Taiwan,2024-01-29,2024,No,Migrada,CSV historico,,,,,,
P0016-1,16,Poor things,Yorgos Lanthimos,2023,USA/UK/Ireland,2024-01-30,2024,Si,Migrada,CSV historico,,,,,,
P0017-2,17,The lobster,Yorgos Lanthimos,2015,Greece/UK/Ireland/France,2024-02-05,2024,Si,Migrada,CSV historico,,,,,,
P0018-1,18,Reality,Tina Satter,2023,USA,2024-02-06,2024,No,Migrada,CSV historico,,,,,,
P0019-1,19,Bad times at The El Royale,Drew Goddard,2018,USA,2024-02-07,2024,No,Migrada,CSV historico,,,,,,
P0020-1,20,Where The dévil roams,John AdamsZelda AdamsToby Poser,2023,USA,2024-02-08,2024,No,Migrada,CSV historico,,,,,,
P0021-1,21,How to blow Up a pipeline,Daniel Goldhaber,2023,USA,2024-02-09,2024,No,Migrada,CSV historico,,,,,,
P0022-1,22,The holdovers,Alexander Payne,2023,USA,2024-02-10,2024,No,Migrada,CSV historico,,,,,,
P0023-1,23,Máster gardener,Paul Schrader,2022,USA,2024-02-11,2024,No,Migrada,CSV historico,,,,,,
P0024-2,24,Mother!,Darren Aronofsky,2017,USA,2024-02-12,2024,Si,Migrada,CSV historico,,,,,,
P0025-1,25,Soft and quiet,Beth de Araujo,2022,USA,2024-02-13,2024,Si,Migrada,CSV historico,,,,,,
P0026-1,26,Perfume: The history of a murderer,Tom Tykwer,2006,USA,2024-02-14,2024,No,Migrada,CSV historico,,,,,,
P0027-1,27,No abras nunca esa puerta,Carlos Hugo Christensen,1952,Argentina,2024-02-20,2024,No,Migrada,CSV historico,,,,,,
P0028-2,28,Druk,Thomas Vinterberg,2020,Denmark,2024-02-24,2024,Si,Migrada,CSV historico,,,,,,
P0029-1,29,The card counter,Paul Schrader,2021,USA,2024-02-28,2024,No,Migrada,CSV historico,,,,,,
P0030-1,30,Greenland,Ric Roman Waugh,2020,USA,2024-03-09,2024,No,Migrada,CSV historico,,,,,,
P0031-1,31,Anatomy of a fall,Justine Triet,2023,France,2024-03-14,2024,No,Migrada,CSV historico,,,,,,
P0032-2,32,La H,Nicanor Loreti,2011,Argentina,2024-03-17,2024,Si,Migrada,CSV historico,,,,,,
P0033-1,33,The Sorcerer,William Friedkin,1977,USA,2024-03-19,2024,No,Migrada,CSV historico,,,,,,
P0034-1,34,The Big night of pop,Bao Nguyen,2024,USA,2024-03-31,2024,No,Migrada,CSV historico,,,,,,
P0035-1,35,Exterminators 4,Carlos Galettini,1992,Argentina,2024-04-05,2024,No,Migrada,CSV historico,,,,,,
P0036-1,36,Sick of myself,Kristoffer Borgli,2022,Noruega,2024-04-13,2024,No,Migrada,CSV historico,,,,,,
P0037-2,37,X,Ti West,2022,USA,2024-04-14,2024,Si,Migrada,CSV historico,,,,,,
P0038-1,38,Death Wish,Michael Winner,1974,USA,2024-04-17,2024,No,Migrada,CSV historico,,,,,,
P0039-2,39,Pearl,Ti West,2022,USA,2024-04-27,2024,Si,Migrada,CSV historico,,,,,,
P0040-3,40,Kill Bill,Quentin Tarantino,2003,USA,2024-04-28,2024,Si,Migrada,CSV historico,,,,,,
P0041-1,41,Kill Bill 2,Quentin Tarantino,2004,USA,2024-05-01,2024,No,Migrada,CSV historico,,,,,,
P0042-3,42,Once upon a time in Hollywood,Quentin Tarantino,2019,USA,2024-05-03,2024,Si,Migrada,CSV historico,,,,,,
P0043-1,43,Me case con un boludo,Juan Taratuto,2017,Argentina,2024-05-11,2024,No,Migrada,CSV historico,,,,,,
P0044-1,44,The connection,Shirley Clarke,1961,USA,2024-05-13,2024,No,Migrada,CSV historico,,,,,,
P0045-1,45,Nekromantic,Jörg Buttgereit,1987,Alemania,2024-05-16,2024,No,Migrada,CSV historico,,,,,,
P0046-1,46,Dos mas dos,Diego Kaplan,2012,Argentina,2024-05-17,2024,No,Migrada,CSV historico,,,,,,
P0047-1,47,I love u man,John Hamburg,2009,USA,2024-05-18,2024,No,Migrada,CSV historico,,,,,,
P0048-2,48,Forgetting Sarah Marshall,Nicholas Stoller,2008,USA,2024-05-24,2024,Si,Migrada,CSV historico,,,,,,
P0049-1,49,Idiocracy,Mike Judge,2006,USA,2024-05-25,2024,No,Migrada,CSV historico,,,,,,
P0050-1,50,La princesa Mononoque,Hayao Miyazaki,1997,Japon,2024-05-26,2024,No,Migrada,CSV historico,,,,,,
P0051-1,51,Fuck You,Jose Luis Garcia,2024,Argentina,2024-06-01,2024,No,Migrada,CSV historico,,,,,,
P0052-1,52,No sabes con quién estás hablando,Demián Rugna,2016,Argentina,2024-06-05,2024,No,Migrada,CSV historico,,,,,,
P0053-1,53,The pick of destiny,Liam Lynch,2006,USA,2024-06-07,2024,No,Migrada,CSV historico,,,,,,
P0054-1,54,Victor Frankestein,Paul McGuigan,2015,USA,2024-06-08,2024,No,Migrada,CSV historico,,,,,,
P0055-1,55,Up,Pete Docter,2009,USA,2024-06-09,2024,No,Migrada,CSV historico,,,,,,
P0056-1,56,Godzilla minus one,Takashi Yamazaki,2023,Japon,2024-06-13,2024,No,Migrada,CSV historico,,,,,,
P0057-1,57,School of Rock,Richard Linklater,2004,USA,2024-06-14,2024,No,Migrada,CSV historico,,,,,,
P0058-2,58,Four brothers,John Singleton,2005,USA,2024-06-16,2024,Si,Migrada,CSV historico,,,,,,
P0059-2,59,The Menu,Mark Mylod,2022,USA,2024-06-18,2024,Si,Migrada,CSV historico,,,,,,
P0060-1,60,The emperors new groove,Mark Dindal,2000,USA,2024-06-19,2024,No,Migrada,CSV historico,,,,,,
P0061-1,61,Air force one,Wolfgang Petersen,1997,USA,2024-06-20,2024,No,Migrada,CSV historico,,,,,,
P0062-1,62,Tropic thunder,Ben Stiller,2008,USA,2024-06-21,2024,No,Migrada,CSV historico,,,,,,
P0063-1,63,Cruella,Craig Gillespie,2021,USA,2024-06-22,2024,No,Migrada,CSV historico,,,,,,
P0064-1,64,Sid and Nancy,Alex Cox,1986,USA,2024-06-23,2024,No,Migrada,CSV historico,,,,,,
P0065-1,65,Inside Out,Pete Docter,2015,USA,2024-06-23,2024,No,Migrada,CSV historico,,,,,,
P0066-1,66,La ira de Dios,Sebastián Schindel,2022,Argentina,2024-06-23,2024,No,Migrada,CSV historico,,,,,,
P0067-1,67,Kapanga Todoterreno,"Paulo Soria, Pablo Parés",2009,Argentina,2024-06-24,2024,No,Migrada,CSV historico,,,,,,
P0068-1,68,Road house,Doug Liman,2024,USA,2024-06-26,2024,No,Migrada,CSV historico,,,,,,
P0069-1,69,"Federer, twelve final days","Asif Kapadia, Joe Sabia",2024,UK,2024-06-27,2024,No,Migrada,CSV historico,,,,,,
P0070-1,70,Beekeeper,David Ayer,2024,USA,2024-06-27,2024,No,Migrada,CSV historico,,,,,,
P0071-1,71,American psycho,Mary Harron,2000,USA,2024-06-28,2024,No,Migrada,CSV historico,,,,,,
P0072-1,72,The birdcage,Mike Nichols,1996,USA,2024-06-30,2024,No,Migrada,CSV historico,,,,,,
P0073-2,73,Cuando acecha la maldad,Demián Rugna,2023,Argentina,2024-06-30,2024,Si,Migrada,CSV historico,,,,,,
P0074-1,74,Velocipastor,Brendan Steere,2018,USA,2024-07-02,2024,No,Migrada,CSV historico,,,,,,
P0075-1,75,21 jump street,"Phil Lord, Christopher Miller",2012,USA,2024-07-03,2024,Si,Migrada,CSV historico,,,,,,
P0076-2,76,22 jump street,"Phil Lord, Christopher Miller",2014,USA,2024-07-05,2024,Si,Migrada,CSV historico,,,,,,
P0077-1,77,Who framed Roger Rabbit,Robert Zemeckis,1988,USA,2024-07-06,2024,No,Migrada,CSV historico,,,,,,
P0078-1,78,Booksmarts,Olivia Wilde,2019,USA,2024-07-10,2024,No,Migrada,CSV historico,,,,,,
P0079-1,79,El crazy Che,"Pablo Chehebar, Nicolás Iacouzzi",2015,Argentina,2024-07-10,2024,No,Migrada,CSV historico,,,,,,
P0080-2,80,Aterrados,Demián Rugna,2018,Argentina,2024-07-11,2024,Si,Migrada,CSV historico,,,,,,
P0081-3,81,Reservoir dogs,Quentin Tarantino,1992,USA,2024-07-12,2024,Si,Migrada,CSV historico,,,,,,
P0082-1,82,Sausage party,"Conrad Vernon, Greg Tiernan",2016,USA,2024-07-13,2024,No,Migrada,CSV historico,,,,,,
P0083-1,83,Wreck it Ralph,Rich Moore,2012,USA,2024-07-16,2024,No,Migrada,CSV historico,,,,,,
P0084-1,84,The zone of interest,Jonathan Glazer,2023,USA/UK/Poland,2024-07-21,2024,No,Migrada,CSV historico,,,,,,
P0085-1,85,Faster pussycat! Kill! Kill!,Russ Meyer,1965,USA,2024-07-22,2024,No,Migrada,CSV historico,,,,,,
P0086-1,86,Shoot em up,Michael Davis,2007,USA,2024-07-25,2024,No,Migrada,CSV historico,,,,,,
P0087-1,87,Blow out,Brian De Palma,1981,USA,2024-07-27,2024,No,Migrada,CSV historico,,,,,,
P0088-1,88,Deadpool,Tim Miller,2016,USA,2024-07-28,2024,No,Migrada,CSV historico,,,,,,
P0089-1,89,Deadpool 2,David Leitch,2018,USA,2024-07-29,2024,No,Migrada,CSV historico,,,,,,
P0090-1,90,Tarzán,"Chris Buck, Kevin Lima",1999,USA,2024-07-28,2024,No,Migrada,CSV historico,,,,,,
P0091-1,91,La sociedad de la nieve (doc),Gonzalo Arijón,2008,Uruguay,2024-08-04,2024,No,Migrada,CSV historico,,,,,,
P0092-1,92,Maxxine,Ti West,2024,USA,2024-08-05,2024,No,Migrada,CSV historico,,,,,,
P0093-1,93,The Exam,Stuart Hazeldine,2009,UK,2024-08-06,2024,No,Migrada,CSV historico,,,,,,
P0094-1,94,American fiction,Cord Jefferson,2023,USA,2024-08-07,2024,No,Migrada,CSV historico,,,,,,
P0095-2,95,Shrek,"Andrew Adamson,Vicky Jenson",2001,USA,2024-08-12,2024,Si,Migrada,CSV historico,,,,,,
P0096-1,96,Deadpool and Wolverine,Shawn Levy,2024,USA,2024-08-13,2024,No,Migrada,CSV historico,,,,,,
P0097-2,97,Death at The funeral,Frank Oz,2007,UK/USA,2024-08-18,2024,Si,Migrada,CSV historico,,,,,,
P0098-1,98,Easy Rider,Dennis Hopper,1969,USA,2024-08-19,2024,No,Migrada,CSV historico,,,,,,
P0099-1,99,Inside out 2,Kelsey Mann,2024,USA,2024-08-22,2024,No,Migrada,CSV historico,,,,,,
P0100-1,100,Kind of kindness,Yorgos Lanthimos,2024,USA/Ireland/UK,2024-08-27,2024,No,Migrada,CSV historico,,,,,,
P0101-1,101,The fighter,David O. Russell,2010,USA,2024-08-29,2024,No,Migrada,CSV historico,,,,,,
P0102-1,102,Ratatouille,Brad Bird,2007,USA/ France,2024-08-30,2024,No,Migrada,CSV historico,,,,,,
P0103-1,103,Edward Scissorhands,Tim Burton,1990,USA,2024-08-31,2024,No,Migrada,CSV historico,,,,,,
P0104-1,104,Bonnie and Clyde,Arthur Penn,1967,USA,2024-09-03,2024,No,Migrada,CSV historico,,,,,,
P0105-1,105,Hit man,Richard Linklater,2023,USA,2024-09-22,2024,No,Migrada,CSV historico,,,,,,
P0106-2,106,Finders keepers,Bryan Carberry and Clay Tweel.,2015,USA,2024-09-24,2024,Si,Migrada,CSV historico,,,,,,
P0107-1,107,Love and Death,Woody Allen,1975,USA,2024-09-30,2024,No,Migrada,CSV historico,,,,,,
P0108-1,108,El Jockey,Luis Ortega,2024,Argentina,2024-10-01,2024,No,Migrada,CSV historico,,,,,,
P0109-2,109,American Graffiti,George Lucas,1973,USA,2024-10-03,2024,Si,Migrada,CSV historico,,,,,,
P0110-2,110,House of 1000 corpses,Rob Zombie,2003,USA,2024-10-08,2024,Si,Migrada,CSV historico,,,,,,
P0111-1,111,Cruising,William Friedkin,1980,USA,2025-10-18,2024,No,Migrada,CSV historico,,,,,,
P0112-1,112,Longlegs,Osgood Perkins,2024,USA,2025-10-19,2024,No,Migrada,CSV historico,,,,,,
P0113-1,113,The boys from Brasil,Franklin J. Schaffner,1978,UK/USA,2025-10-25,2024,No,Migrada,CSV historico,,,,,,
P0114-1,114,Radio Olmos,Gustavo Mosquera R.,2019,Argentina,2025-10-30,2024,Si,Migrada,CSV historico,,,,,,
P0115-1,115,The substance,Coralie Fargeat,2024,USA/Francia/UK,2025-11-03,2024,No,Migrada,CSV historico,,,,,,
P0116-1,116,The room next door,Pedro Almodóvar,2024,España,2025-11-06,2024,No,Migrada,CSV historico,,,,,,
P0117-1,117,Las guachas,RicardoPérez Roulet,1993,Argentina,2025-11-30,2024,No,Migrada,CSV historico,,,,,,
P0118-3,118,The Godfather,Francis Ford Coppola,1972,USA,2025-12-08,2024,Si,Migrada,CSV historico,,,,,,
P0119-1,119,Hidden figures,Theodore Melfi,2017,USA,2025-12-13,2024,No,Migrada,CSV historico,,,,,,
P0120-2,120,Django Unchained,Quentin Tarantino,2012,USA,2025-12-14,2024,Si,Migrada,CSV historico,,,,,,
P0121-1,121,The other woman,Nick Cassavetes,2014,USA,2025-12-15,2024,No,Migrada,CSV historico,,,,,,
P0122-1,122,Ferrari,Michael Mann,2023,USA,2025-12-17,2024,No,Migrada,CSV historico,,,,,,
