id,numero,titulo,director,anio_estreno,pais_origen,fecha_vista,anio_visto,es_revisionado,estado_enriquecimiento,fuente,genero,animo,sinopsis,poster_url,rating_externo,notas_ia
P0101-1,101,4x4,Mariano Cohn,2019,Argentina,2019-08-16,2019,No,Migrada,CSV historico,,,,,,
P0102-1,102,The Fog,John Carpenter,1980,USA,2019-08-17,2019,No,Migrada,CSV historico,,,,,,
P0103-1,103,The great hack,"Karim Amer, Jehane Noujaim",2019,USA,2019-08-17,2019,No,Migrada,CSV historico,,,,,,
P0104-1,104,The incredible shrinking man,Jack Arnold,1957,USA,2019-08-17,2019,No,Migrada,CSV historico,,,,,,
P0105-1,105,The forger,Philip Martin,2014,USA,2019-08-18,2019,No,Migrada,CSV historico,,,,,,
P0106-1,106,Slumdog Millionaire,Danny Boyle,2008,UK,2019-08-18,2019,No,Migrada,CSV historico,,,,,,
P0107-1,107,Relatos Salvajes,Damian Szifron,2014,Argentina,2019-08-19,2019,Si,Migrada,CSV historico,,,,,,
P0108-1,108,Eurotrip,"Jeff Schaffer, Alec Berg,David Mandel",2004,USA,2019-08-20,2019,No,Migrada,CSV historico,,,,,,
P0109-1,109,Dog day afternoon,Sidney Lumet,1975,USA,2019-08-25,2019,Si,Migrada,CSV historico,,,,,,
P0110-1,110,Once upon a time in Hollywood,Quentin Tarantino,2019,USA,2019-08-28,2019,Si,Migrada,CSV historico,,,,,,
P0111-1,111,Critters Attack,Bobby Miller,2019,USA,2019-09-03,2019,No,Migrada,CSV historico,,,,,,
P0112-1,112,Rocky IV,Sylvester Stallone,1985,USA,2019-09-06,2019,No,Migrada,CSV historico,,,,,,
P0113-1,113,Point Break,Kathryn Bigelow,1991,USA,2019-09-07,2019,No,Migrada,CSV historico,,,,,,
P0114-1,114,The Rock,Michael Bay,1996,USA,2019-09-08,2019,No,Migrada,CSV historico,,,,,,
P0115-1,115,La odisea de los giles,Sebastián Borensztein,2019,Argentina,2019-09-11,2019,No,Migrada,CSV historico,,,,,,
P0116-1,116,Requiem for a dream,Darren Aronofsky,2000,USA,2019-09-15,2019,No,Migrada,CSV historico,,,,,,
P0117-1,117,Between two ferns,Scott Aukerman,2019,USA,2019-09-21,2019,No,Migrada,CSV historico,,,,,,
P0118-1,118,Claudia,Sebastian De Caro,2019,Argentina,2019-09-26,2019,No,Migrada,CSV historico,,,,,,
P0119-1,119,Final Destination 2,David R. Ellis,2003,USA,2019-10-04,2019,Si,Migrada,CSV historico,,,,,,
P0120-1,120,Alive,Frank Marshall,1993,USA,2019-10-05,2019,Si,Migrada,CSV historico,,,,,,
P0121-1,121,Diego Maradona,Asif Kapadia,2019,UK,2019-10-06,2019,Si,Migrada,CSV historico,,,,,,
P0122-1,122,Hated,Todd Phillips,1993,USA,2019-10-07,2019,No,Migrada,CSV historico,,,,,,
P0123-1,123,"El Camino, a Breaking Bad Movie",Vince Gilligan,2019,USA,2019-10-11,2019,No,Migrada,CSV historico,,,,,,
P0124-1,124,Fractured,Brad Anderson,2019,USA,2020-10-18,2019,No,Migrada,CSV historico,,,,,,
P0125-1,125,Shaun of the dead,Edgar Wright,2004,UK,2020-10-19,2019,Si,Migrada,CSV historico,,,,,,
P0126-1,126,Rocky V,John G. Avildsen,1990,USA,2020-10-20,2019,No,Migrada,CSV historico,,,,,,
P0127-1,127,Joker,Todd Phillips,2019,USA,2020-10-23,2019,No,Migrada,CSV historico,,,,,,
P0128-1,128,Dolemite is my name,Craig Brewer,2019,USA,2020-11-02,2019,No,Migrada,CSV historico,,,,,,
P0129-1,129,Rocky Balboa,Sylvester Stallone,2006,USA,2020-11-02,2019,No,Migrada,CSV historico,,,,,,
P0130-3,130,John Wick,Chad Stahelski,2014,USA,2020-11-20,2019,Si,Migrada,CSV historico,,,,,,
P0131-1,131,The irishman,Martin Scorsese,2019,USA,2020-11-22,2019,Si,Migrada,CSV historico,,,,,,
P0132-1,132,The king of comedy,Martin Scorsese,1982,USA,2020-11-28,2019,No,Migrada,CSV historico,,,,,,
P0133-1,133,Night of the living dead,Tom Savini,1990,USA,2020-11-29,2019,No,Migrada,CSV historico,,,,,,
P0134-1,134,La Casa de la playa,July Massaccesi,2019,Argentina,2020-12-01,2019,No,Migrada,CSV historico,,,,,,
P0135-1,135,The parent trap (Juego de gemelas),Nancy Meyers,1998,USA,2020-12-07,2019,No,Migrada,CSV historico,,,,,,
P0136-1,136,Zoolander,Ben Stiller,2001,USA,2020-12-14,2019,Si,Migrada,CSV historico,,,,,,
P0137-1,137,Happy death day 2,Christopher Landon,2019,USA,2020-12-19,2019,No,Migrada,CSV historico,,,,,,
P0138-1,138,Marriage Story,Noah Baumbach,2019,USA,2020-12-20,2019,No,Migrada,CSV historico,,,,,,
P0139-1,139,The Thing,John Carpenter,1982,USA,2020-12-22,2019,Si,Migrada,CSV historico,,,,,,
P0140-1,140,Mean Streets,Martin Scorsese,1973,USA,2020-12-23,2019,No,Migrada,CSV historico,,,,,,
P0141-1,141,Parasite,Bong Joon-ho,2019,Corea del Sur,2020-12-25,2019,Si,Migrada,CSV historico,,,,,,
P0142-1,142,"Henry, portrait of a serial killer",John McNaughton,1986,USA,2020-12-26,2019,No,Migrada,CSV historico,,,,,,
P0143-1,143,Dragged Across concrete,S. Craig Zahler,2019,USA,2020-12-27,2019,No,Migrada,CSV historico,,,,,,
P0144-1,144,Us,Jordan Peele,2019,USA,2020-12-28,2019,Si,Migrada,CSV historico,,,,,,
P0145-1,145,Booksmart,Olivia Wilde,2019,USA,2020-12-28,2019,No,Migrada,CSV historico,,,,,,
P0146-1,146,Midsommar,Ari Aster,2019,USA,2020-12-29,2019,No,Migrada,CSV historico,,,,,,
P0147-1,147,The lighthouse,Robert Eggers,2019,USA,2020-12-31,2019,Si,Migrada,CSV historico,,,,,,
P0001-1,1,The hill have eyes,Wes Craven,1977,USA,2019-01-01,2020,No,Migrada,CSV historico,,,,,,
P0002-1,2,Crawl,Alexandre Aja,2019,USA,2020-01-03,2020,No,Migrada,CSV historico,,,,,,
P0003-1,3,Nocturnal animals,Tom Ford,2016,USA,2020-01-05,2020,No,Migrada,CSV historico,,,,,,
P0004-1,4,Knives Out,Rian Johnson,2019,USA,2020-01-06,2020,No,Migrada,CSV historico,,,,,,
P0005-1,5,Historias extraordinarias,Mariano Llinas,2008,Argentina,2020-01-07,2020,No,Migrada,CSV historico,,,,,,
P0006-1,6,Richard Jewell,Clint Eastwood,2020,USA,2020-01-08,2020,No,Migrada,CSV historico,,,,,,
P0007-1,7,El Club,Pablo Larrain,2015,Chile,2020-01-09,2020,No,Migrada,CSV historico,,,,,,
P0008-1,8,John wick 2,Chad Stahelski,2017,USA,2020-01-10,2020,Si,Migrada,CSV historico,,,,,,
P0009-1,9,Jojo Rabbit,Taika Waititi,2019,USA,2020-01-13,2020,No,Migrada,CSV historico,,,,,,
P0010-1,10,Dolor y Gloria,Pedro Almodovar,2019,España,2020-01-14,2020,No,Migrada,CSV historico,,,,,,
P0011-1,11,Childs play,Lars Klevberg,2019,USA,2020-01-15,2020,No,Migrada,CSV historico,,,,,,
P0012-1,12,The Two Popes,Fernando Meirelles,2019,UK/USA/Italia/Argentina,2020-01-16,2020,No,Migrada,CSV historico,,,,,,
P0013-1,13,La la land,Damien Chazelle,2016,USA,2020-01-18,2020,No,Migrada,CSV historico,,,,,,
P0014-1,14,The act of killing,Joshua Oppenheimer,2012,Dinamarca/UK/Noruega,2020-01-19,2020,No,Migrada,CSV historico,,,,,,
P0015-1,15,Freaks,Tod Browning,1932,USA,2020-01-21,2020,No,Migrada,CSV historico,,,,,,
P0016-1,16,Las Vegas,Juan Villegas,2018,Argentina,2020-01-22,2020,No,Migrada,CSV historico,,,,,,
P0017-1,17,El robo del sigo,Ariel Winograd,2020,Argentina,2020-01-22,2020,No,Migrada,CSV historico,,,,,,
P0018-1,18,Placido,Luis García Berlanga,1961,España,2020-01-25,2020,No,Migrada,CSV historico,,,,,,
P0019-1,19,Space Jam,Joe Pytka,1996,USA,2020-02-01,2020,No,Migrada,CSV historico,,,,,,
P0020-1,20,1917.0,Sam Mendes,2019,UK,2020-02-07,2020,No,Migrada,CSV historico,,,,,,
P0021-2,21,Parasite,Bong Joon-ho,2019,Corea del Sur,2020-02-09,2020,Si,Migrada,CSV historico,,,,,,
P0022-1,22,500 days of summer,Marc Webb,2009,USA,2020-02-15,2020,No,Migrada,CSV historico,,,,,,
P0023-1,23,Uncuts gems,Joshua y Ben Safdie,2019,USA,2020-02-28,2020,No,Migrada,CSV historico,,,,,,
P0024-1,24,Mi vecino Totoro,Hayao Miyazaki,1988,Japon,2020-02-29,2020,Si,Migrada,CSV historico,,,,,,
P0025-1,25,American factory,Steven Bognar y Julia Reichert,2019,USA,2020-03-01,2020,No,Migrada,CSV historico,,,,,,
P0026-1,26,Network,Sidney Lumet,1976,USA,2020-03-11,2020,No,Migrada,CSV historico,,,,,,
P0027-1,27,A man escaped,Robert Bresson,1956,Francia,2020-03-12,2020,No,Migrada,CSV historico,,,,,,
P0028-1,28,Drive,Nicolas Winding Refn,2011,USA,2020-03-17,2020,No,Migrada,CSV historico,,,,,,
P0029-1,29,Videodrome,David Cronenberg,1983,Canada,2020-03-18,2020,No,Migrada,CSV historico,,,,,,
P0030-1,30,Esto no es un golpe,Sergio Wolf,2018,Argentina,2020-03-19,2020,No,Migrada,CSV historico,,,,,,
P0031-1,31,Lil Peep: Everybodys everything,"Sebastian Jones, Ramez Silyan",2019,USA,2020-03-20,2020,No,Migrada,CSV historico,,,,,,
P0032-1,32,76 89 03,"Flavio Nardini, Cristian Bernard",2000,Argentina,2020-03-20,2020,No,Migrada,CSV historico,,,,,,
P0033-1,33,Ad astra,James Gray,2019,USA,2020-03-21,2020,No,Migrada,CSV historico,,,,,,
P0034-1,34,Verotika,Glenn Danzig,2020,USA,2020-03-21,2020,No,Migrada,CSV historico,,,,,,
P0035-1,35,The thin blue line,Errol Moris,1988,USA,2020-03-22,2020,No,Migrada,CSV historico,,,,,,
P0036-1,36,Calibre,Matt Palmer,2018,USA,2020-03-22,2020,No,Migrada,CSV historico,,,,,,
P0037-1,37,Thoroughbreds,Cory Finley,2018,USA,2020-03-22,2020,No,Migrada,CSV historico,,,,,,
P0038-1,38,Alice doesnt live here anymore,Martin Scorsese,1977,USA,2020-03-23,2020,No,Migrada,CSV historico,,,,,,
P0039-1,39,Irreversible,Gaspar Noe,2002,Francia,2020-03-24,2020,No,Migrada,CSV historico,,,,,,
P0040-1,40,Fase 7,Nicolas Goldbart,2010,Argentina,2020-03-25,2020,Si,Migrada,CSV historico,,,,,,
P0041-1,41,La Flor (La terminé el 4/4),Mariano Llinas,2018,Argentina,2020-03-27,2020,No,Migrada,CSV historico,,,,,,
P0042-1,42,Una mujer fantastica,Sebastián Lelio,2017,Chile,2020-03-28,2020,No,Migrada,CSV historico,,,,,,
P0043-1,43,Repulsion,Roman Polanski,1965,UK,2020-03-29,2020,No,Migrada,CSV historico,,,,,,
P0044-1,44,Porno para principiantes,Carlos Ameglio,2018,Argentina/Uruguay/Brasil,2020-03-31,2020,No,Migrada,CSV historico,,,,,,
P0045-1,45,Una jaula no tiene secretos,Agustin Navarro,1962,Argentina,2020-03-31,2020,No,Migrada,CSV historico,,,,,,
P0046-1,46,The ravenant,Alejandro Gonzalez Iñarritu,2015,USA,2020-04-04,2020,No,Migrada,CSV historico,,,,,,
P0047-1,47,Aquarius,Kleber Mendonça Filho,2016,Brasil-Francia,2020-04-05,2020,No,Migrada,CSV historico,,,,,,
P0048-1,48,El hoyo,Galder Gaztelu-Urrutia,2019,España,2020-04-09,2020,No,Migrada,CSV historico,,,,,,
P0049-1,49,Memories of murder,Bong Joon-ho,2003,Corea del Sur,2020-04-10,2020,No,Migrada,CSV historico,,,,,,
P0050-1,50,Bridge of spies,Steven Spielberg,2015,USA,2020-04-11,2020,No,Migrada,CSV historico,,,,,,
P0051-1,51,Un buen dia,Nicolas Del Boca,2010,Argentina,2020-04-12,2020,No,Migrada,CSV historico,,,,,,
P0052-1,52,Us and them,René Liu,2018,China,2020-04-14,2020,No,Migrada,CSV historico,,,,,,
P0053-1,53,Capturing the Friedmans,Andrew Jarecki,2003,USA,2020-04-15,2020,No,Migrada,CSV historico,,,,,,
P0054-1,54,Snowpiercer,Bong Joon-ho,2013,Corea del Sur,2020-04-17,2020,No,Migrada,CSV historico,,,,,,
P0055-1,55,Rocketman,Dexter Fletcher,2019,UK,2020-04-18,2020,No,Migrada,CSV historico,,,,,,
P0056-1,56,Toxico,Ariel Martínez Herrera,2020,Argentina,2020-04-24,2020,No,Migrada,CSV historico,,,,,,
P0057-1,57,All that jazz,Bob Fosse,1979,USA,2020-04-25,2020,No,Migrada,CSV historico,,,,,,
P0058-1,58,Yesterday,Danny Boyle,2019,UK,2020-04-26,2020,No,Migrada,CSV historico,,,,,,
P0059-1,59,Beastie Boys story,Spike Jonze,2020,USA,2020-04-29,2020,No,Migrada,CSV historico,,,,,,
P0060-1,60,Whisky,"Juan Pablo Rebella, Pablo Stoll",2004,Uruguay,2020-04-30,2020,No,Migrada,CSV historico,,,,,,
P0061-1,61,Duel,Steven Spielberg,1971,USA,2020-04-30,2020,No,Migrada,CSV historico,,,,,,
P0062-1,62,The Host,Bong Joon-ho,2007,Corea del Sur,2020-05-01,2020,No,Migrada,CSV historico,,,,,,
P0063-1,63,Indiana Jones. Raiders of the Lost Ark,Steven Spielberg,1981,USA,2020-05-02,2020,No,Migrada,CSV historico,,,,,,
P0064-1,64,Man bites dog,Rémy Belvaux,1992,Belgica,2020-05-07,2020,No,Migrada,CSV historico,,,,,,
P0065-1,65,Batman,Tim Burton,1989,USA,2020-05-08,2020,No,Migrada,CSV historico,,,,,,
P0066-1,66,Get out,Jordan Peele,2017,USA,2020-05-09,2020,Si,Migrada,CSV historico,,,,,,
P0067-1,67,Heat,Michael Mann,1995,USA,2020-05-10,2020,No,Migrada,CSV historico,,,,,,
P0068-1,68,Escape from LA,John Carpenter,1996,USA,2020-05-11,2020,No,Migrada,CSV historico,,,,,,
P0069-1,69,The shining,Stanley Kubrick,1980,UK-USA,2020-05-12,2020,No,Migrada,CSV historico,,,,,,
P0070-1,70,The house that Jack built,Lars von Trier,2018,Dinamarca/Francia/Alemania/Suecia,2020-05-13,2020,No,Migrada,CSV historico,,,,,,
P0071-1,71,Los 400 golpes,François Truffaut,1959,Francia,2020-05-14,2020,No,Migrada,CSV historico,,,,,,
P0072-1,72,Hugo,Martin Scorsese,2011,USA,2020-05-17,2020,No,Migrada,CSV historico,,,,,,
P0073-1,73,Other people,Chris Kelly,2016,USA,2020-05-19,2020,No,Migrada,CSV historico,,,,,,
P0074-1,74,The taking of pelham 123,Joseph Sargent,1974,USA,2020-05-22,2020,Si,Migrada,CSV historico,,,,,,
P0075-1,75,Solo se vive una vez,Federico Cueva,2017,Argentina,2020-05-25,2020,No,Migrada,CSV historico,,,,,,
P0076-1,76,Little children,Todd Field,2006,USA,2020-05-29,2020,No,Migrada,CSV historico,,,,,,
P0077-1,77,La corazonada,Alejandro Montiel,2020,Argentina,2020-05-30,2020,No,Migrada,CSV historico,,,,,,
P0078-1,78,Train to Busan,Yeon Sang-ho,2016,Corea del Sur,2020-06-11,2020,No,Migrada,CSV historico,,,,,,
P0079-1,79,The purge: Election day,James DeMonaco,2016,USA,2020-06-14,2020,No,Migrada,CSV historico,,,,,,
P0080-2,80,Once upon a time in Hollywood,Quentin Tarantino,2019,USA,2021-06-22,2020,Si,Migrada,CSV historico,,,,,,
P0081-1,81,A ghost Story,David Lowery,2017,USA,2021-07-02,2020,No,Migrada,CSV historico,,,,,,
P0082-1,82,The gentleman,Guy Ritchie,2019,USA,2021-07-04,2020,No,Migrada,CSV historico,,,,,,
P0083-1,83,Taxi Driver,Martin Scorsese,1976,USA,2021-07-05,2020,No,Migrada,CSV historico,,,,,,
P0084-1,84,Lost in traslation,Sofia Coppola,2003,USA/Japon,2021-07-12,2020,No,Migrada,CSV historico,,,,,,
P0085-1,85,The big Lebowsky,"Joel Coen,Ethan Coen",1998,USA,2021-07-17,2020,No,Migrada,CSV historico,,,,,,
P0086-1,86,Jigsaw,Michael y Peter Spierig,2017,USA,2021-07-18,2020,No,Migrada,CSV historico,,,,,,
P0087-1,87,Modern times,Charles Chaplin,1936,USA,2021-07-19,2020,No,Migrada,CSV historico,,,,,,
P0088-1,88,Yo adolescente,Lucas Santa Ana,2020,Argentina,2021-07-24,2020,No,Migrada,CSV historico,,,,,,
P0089-1,89,The wolf of Wall Street,Martin Scorsese,2013,USA,2021-07-25,2020,Si,Migrada,CSV historico,,,,,,
P0090-1,90,Cranck 2,"Mark Neveldine,Brian Taylor",2009,USA,2021-08-08,2020,No,Migrada,CSV historico,,,,,,
P0091-1,91,"Anvil, the story of Anvil",Sacha Gervasi,2008,UK,2021-08-20,2020,No,Migrada,CSV historico,,,,,,
P0092-1,92,Nasha Natasha,Martín Sastre,2020,Uruguay,2021-08-23,2020,No,Migrada,CSV historico,,,,,,
P0093-1,93,Todo lo que siempre quiso saber de sexo y nunca se animo a preguntar,Woody Allen,1972,USA,2021-08-24,2020,No,Migrada,CSV historico,,,,,,
P0094-1,94,Murder on the front row,Adam Dubin,2020,USA,2021-08-25,2020,No,Migrada,CSV historico,,,,,,
P0095-1,95,The equalizer,Antoine Fuqua,2014,USA,2021-08-29,2020,No,Migrada,CSV historico,,,,,,
P0096-1,96,Dallas buyers club,Jean-Marc Vallée,2013,USA,2021-09-08,2020,No,Migrada,CSV historico,,,,,,
P0097-1,97,Long shot,Jonathan Levine,2019,USA,2021-09-12,2020,No,Migrada,CSV historico,,,,,,
P0098-1,98,El hombre de al lado,Mariano Cohn y Gastón Duprat,2009,Argentina,2021-09-13,2020,No,Migrada,CSV historico,,,,,,
P0099-1,99,Palm springs,Max Barbakow,2020,USA,2021-09-14,2020,Si,Migrada,CSV historico,,,,,,
P0100-1,100,Casino,Martin Scorsese,1995,USA,2021-09-19,2020,Si,Migrada,CSV historico,,,,,,
P0101-1,101,The killing of the sacreed deer,Yorgos Lanthimos,2017,Irlanda/UK/USA,2021-09-20,2020,No,Migrada,CSV historico,,,,,,
P0102-1,102,El credo,Alan Rodrigo Sasiain,2019,Argentina,2021-09-20,2020,No,Migrada,CSV historico,,,,,,
P0103-1,103,Mid 90s,Jonah Hill,2018,USA,2021-09-22,2020,No,Migrada,CSV historico,,,,,,
P0104-1,104,The cabin in the woods,Drew Goddard,2012,USA,2021-09-22,2020,Si,Migrada,CSV historico,,,,,,
P0105-1,105,Back to the future,Robert Zemeckis,1985,USA,2021-09-25,2020,No,Migrada,CSV historico,,,,,,
P0106-1,106,Violet and Finch,Brett Haley,2020,USA,2021-09-25,2020,No,Migrada,CSV historico,,,,,,
P0107-1,107,Man of tai chi,Keanu Reeves,2013,USA/China,2021-09-26,2020,No,Migrada,CSV historico,,,,,,
P0108-1,108,Being John Malkovich,Spike Jonze,1999,USA,2021-10-01,2020,No,Migrada,CSV historico,,,,,,
P0109-1,109,Host,Rob Savage,2020,USA,2021-10-02,2020,No,Migrada,CSV historico,,,,,,
P0110-1,110,Death at the funeral,Frank Oz,2007,UK/USA,2021-10-03,2020,Si,Migrada,CSV historico,,,,,,
P0111-1,111,World war Z,Marc Forster,2013,USA,2021-10-07,2020,No,Migrada,CSV historico,,,,,,
P0112-1,112,American murder: the family next doord,Jenny Popplewell,2020,USA,2021-10-10,2020,No,Migrada,CSV historico,,,,,,
P0113-1,113,The last house on the left,Dennis Iliadis,2009,USA,2021-10-17,2020,No,Migrada,CSV historico,,,,,,
P0114-1,114,The trial of the Chicago seven,Aaron Sorkin,2020,USA,2021-10-18,2020,No,Migrada,CSV historico,,,,,,
P0115-1,115,Borat 2,Jason Woliner,2020,USA,2021-10-24,2020,No,Migrada,CSV historico,,,,,,
P0116-1,116,Scent of a woman,Martin Brest,1992,USA,2021-10-25,2020,No,Migrada,CSV historico,,,,,,
P0117-1,117,Palermo Hollywood,Eduardo Pinto,2005,Argentina,2021-10-26,2020,No,Migrada,CSV historico,,,,,,
P0118-1,118,The big Short,Adam McKay,2015,USA,2021-10-27,2020,No,Migrada,CSV historico,,,,,,
P0119-1,119,"Vilas, seras lo que debas ser",Matías Gueilburt,2020,Argentina,2021-10-27,2020,No,Migrada,CSV historico,,,,,,
P0120-1,120,Tiempo de valientas,Damian Szifron,2005,Argentina,2021-10-30,2020,No,Migrada,CSV historico,,,,,,
P0121-1,121,Shutter Island,Martin Scorsese,2010,USA,2021-10-31,2020,No,Migrada,CSV historico,,,,,,
P0122-1,122,Atrapados sin salida,Milos Forman,1976,USA,2021-11-01,2020,No,Migrada,CSV historico,,,,,,
P0123-1,123,Sinister,Scott Derrickson,2012,USA,2021-11-05,2020,No,Migrada,CSV historico,,,,,,
P0124-1,124,The dictator,Larry Charles,2012,USA,2021-11-06,2020,No,Migrada,CSV historico,,,,,,
P0125-1,125,Billy Elliot,Stephen Daldry,2000,UK,2021-11-07,2020,No,Migrada,CSV historico,,,,,,
P0126-1,126,Rambo,Ted Kotcheff,1982,USA/Canada,2021-11-08,2020,No,Migrada,CSV historico,,,,,,
P0127-1,127,Monty Python and the holy grial,"Terry Gilliam, Terry Jones",1975,UK,2021-11-09,2020,No,Migrada,CSV historico,,,,,,
P0128-1,128,Blue Jazmine,Woody Allen,2013,USA,2021-11-10,2020,No,Migrada,CSV historico,,,,,,
P0129-1,129,Zama,Lucrecia Martel,2017,Argentina,2021-11-11,2020,No,Migrada,CSV historico,,,,,,
P0130-1,130,Night of the living deads,George A. Romero,1968,USA,2021-11-13,2020,No,Migrada,CSV historico,,,,,,
P0131-1,131,Melancholia,Lars von Trier,2011,Alemania/Dinamarca/Francia/Suecia,2021-11-16,2020,No,Migrada,CSV historico,,,,,,
P0132-1,132,The Departed,Martin Scorsese,2006,USA,2021-11-18,2020,Si,Migrada,CSV historico,,,,,,
P0133-1,133,Juan Sebastian,Diego Levy,2019,Argentina,2021-11-20,2020,No,Migrada,CSV historico,,,,,,
P0134-1,134,The Godfather,Francis Ford Coppola,1972,USA,2021-11-21,2020,Si,Migrada,CSV historico,,,,,,
P0135-1,135,The Godfather 2,Francis Ford Coppola,1974,USA,2021-11-22,2020,No,Migrada,CSV historico,,,,,,
P0136-1,136,The Godfather 3,Francis Ford Coppola,1990,USA,2021-11-23,2020,No,Migrada,CSV historico,,,,,,
P0137-1,137,Goodfellas,Martin Scorsese,1990,USA,2021-11-24,2020,Si,Migrada,CSV historico,,,,,,
P0138-1,138,Diana in her own words,"Tom Jennings, David Tillman",2017,UK,2021-11-27,2020,No,Migrada,CSV historico,,,,,,
P0139-1,139,Citizen kane,Orson Wells,1941,USA,2021-11-30,2020,No,Migrada,CSV historico,,,,,,
P0140-2,140,The irishman,Martin Scorsese,2019,USA,2021-12-01,2020,Si,Migrada,CSV historico,,,,,,
P0141-1,141,Colateral,Michael Mann,2004,USA,2021-12-05,2020,No,Migrada,CSV historico,,,,,,
P0142-1,142,Mank,David Fincher,2020,USA,2021-12-08,2020,No,Migrada,CSV historico,,,,,,
P0143-1,143,The age of the inocence,Martin Scorsese,1993,USA,2021-12-11,2020,No,Migrada,CSV historico,,,,,,
P0144-1,144,The last temptation of Christ,Martin Scorsese,1988,USA/Canada/Marruecos,2021-12-19,2020,No,Migrada,CSV historico,,,,,,
P0145-1,145,After Hours,Martin Scorsese,1985,USA,2021-12-24,2020,No,Migrada,CSV historico,,,,,,
P0146-1,146,Bringing out of dead,Martin Scorsese,1999,USA,2021-11-26,2020,No,Migrada,CSV historico,,,,,,
P0147-1,147,American History X,Tony Kaye,1998,USA,2021-11-30,2020,No,Migrada,CSV historico,,,,,,
P0001-2,1,Scott Pilgrim vs the world,Edgar Wright,2010,USA/UK/Japon/Canada,2021-01-02,2021,Si,Migrada,CSV historico,,,,,,
P0002-1,2,The Hunt,Craig Zobel,2020,USA,2021-01-03,2021,Si,Migrada,CSV historico,,,,,,
P0003-1,3,Sound of metal,Darius Marder,2019,USA,2021-01-04,2021,No,Migrada,CSV historico,,,,,,
P0004-1,4,Home Alone,Chris Columbus,1990,USA,2021-01-04,2021,No,Migrada,CSV historico,,,,,,
P0005-1,5,Enemy,Denis Villeneuve,2013,Canada,2021-01-07,2021,No,Migrada,CSV historico,,,,,,
P0006-1,6,Zappa,Alex Winter,2020,USA,2021-01-08,2021,No,Migrada,CSV historico,,,,,,
P0007-1,7,The assistant,Kitty Green,2019,USA,2022-01-10,2021,No,Migrada,CSV historico,,,,,,
P0008-1,8,El ascensor,Daniel Bernal,2021,Mexico,2022-01-25,2021,No,Migrada,CSV historico,,,,,,
P0009-1,9,Rocanrol cowboys,"Alejandro Ruax, Ramiro Martínez",2019,Argentina,2022-01-26,2021,No,Migrada,CSV historico,,,,,,
P0010-1,10,Silence,Martin Scorsese,2016,USA,2022-01-28,2021,No,Migrada,CSV historico,,,,,,
P0011-1,11,The Aviator,Martin Scorsese,2004,USA,2022-01-29,2021,No,Migrada,CSV historico,,,,,,
P0012-1,12,"New York, New York",Martin Scorsese,1977,USA,2022-01-30,2021,No,Migrada,CSV historico,,,,,,
P0013-2,13,Cape Fear,Martin Scorsese,1991,USA,2022-02-01,2021,Si,Migrada,CSV historico,,,,,,
P0014-1,14,Terror 5,Sebastián Rotstein,2016,Argentina,2022-02-02,2021,No,Migrada,CSV historico,,,,,,
P0015-2,15,Mandy,Panos Cosmatos,2018,USA/Canada,2022-02-04,2021,Si,Migrada,CSV historico,,,,,,
P0016-1,16,The color of money,Martin Scorsese,1986,USA,2022-02-06,2021,No,Migrada,CSV historico,,,,,,
P0017-1,17,Batman dark knight,Christopher Nolan,2008,USA,2022-02-08,2021,No,Migrada,CSV historico,,,,,,
P0018-1,18,Batman dark knight rises,Christopher Nolan,2012,USA,2022-02-09,2021,No,Migrada,CSV historico,,,,,,
P0019-1,19,Batman begins,Christopher Nolan,2005,USA,2022-02-10,2021,No,Migrada,CSV historico,,,,,,
P0020-1,20,The darkest hour,Joe Wright,2017,UK,2022-02-11,2021,No,Migrada,CSV historico,,,,,,
P0021-2,21,The ballad of Buster Scruggs,"Ethan Coen, Joel Coen",2018,USA,2022-02-12,2021,Si,Migrada,CSV historico,,,,,,
P0022-1,22,Al acecho,Francisco D'Eufemia,2019,Argentina,2022-02-13,2021,No,Migrada,CSV historico,,,,,,
P0023-1,23,Bombshell,Jay Roach,2019,USA,2022-02-13,2021,No,Migrada,CSV historico,,,,,,
P0024-1,24,Matrix,Hermanas Wachowski,1999,USA,2022-02-14,2021,No,Migrada,CSV historico,,,,,,
P0025-1,25,Serpico,Sidney Lumet,1973,USA,2022-02-14,2021,No,Migrada,CSV historico,,,,,,
P0026-1,26,"The lord of the rings, the fellowship of the ring",Peter Jackson,2001,USA/Nueva Zelanda,2022-02-14,2021,No,Migrada,CSV historico,,,,,,
P0027-1,27,"The lord of the rings, the two towers",Peter Jackson,2002,USA/Nueva Zelanda,2022-02-15,2021,No,Migrada,CSV historico,,,,,,
P0028-1,28,"The lord of the rings, the return of the king",Peter Jackson,2003,USA/Nueva Zelanda,2022-02-15,2021,No,Migrada,CSV historico,,,,,,
P0029-1,29,La Cienaga,Lucrecia Martel,2001,Argentina,2022-02-16,2021,No,Migrada,CSV historico,,,,,,
P0030-1,30,The virgin suicides,Sofia Coppola,1999,USA,2022-02-17,2021,No,Migrada,CSV historico,,,,,,
P0031-1,31,The disaster artist,Jame Franco,2017,USA,2022-02-18,2021,No,Migrada,CSV historico,,,,,,
P0032-1,32,22 Jump street,"Christopher Miller, Phil Lord",2014,USA,2022-02-19,2021,Si,Migrada,CSV historico,,,,,,
P0033-1,33,Raging bull,Martin Scorsese,1980,USA,2022-02-26,2021,No,Migrada,CSV historico,,,,,,
